city,main_location,second_location,map_address,country,start_date,max_numbers,more_one_day,numbers_source,image_url,icon_1,icon_2,icon_3
Chicago,Grant Park,,Grant Park Chicago USA,USA,10/15/2011,2000,Yes,http://www.suntimes.com/8232448-417/police-175-occupy-chicago-protesters-arrested-in-grant-park.html,http://www.suntimes.com/csp/cms/sites/dt.common.streams.StreamServer.cls?STREAMOID=7k5pw7wsuefvf6w6nQ9opM$daE2N3K4ZzOUsqbU5sYvXoGMhzFKttuzakWUYFoOUWCsjLu883Ygn4B49Lvm9bPe2QeMKQdVeZmXF$9l$4uCZ8QDXhaHEp3rvzXRJFdy0KqPHLoMevcTLo3h8xh70Y6N_U_CryOsw6FTOdKL_jpQ-&CONTENTTYPE=image/jpeg,capital_big_highlight,target,shaded_dot
Chicago,Jackson & LaSalle,Michigan & Congress,Jackson & LaSalle Chicago USA,USA,3 wks ago,1500 in march Mon Oct 10,Yes,,http://a2.sphotos.ak.fbcdn.net/hphotos-ak-ash4/s320x320/320875_2219281799110_1159596540_32144235_998106310_n.jpg,capital_big_highlight,target,shaded_dot
Chicago,Art Institute of Chicago,Michigan & Monroe,Art Institute of Chicago Chicago USA,USA,Mon Oct 10,15000,No,,http://a8.sphotos.ak.fbcdn.net/hphotos-ak-ash4/s320x320/307503_2212236302977_1159596540_32136734_647229931_n.jpg,capital_big_highlight,target,shaded_dot
Chico California,City Plaza,,City Plaza Chico California United States,United States,8/10/11,200,Yes,,,capital_big_highlight,target,shaded_dot
Christchurch,Hagley Park,,"Hagley Park, Christchurch, New Zealand",New Zealand,15th October 2011,100,Yes,https://www.facebook.com/occupychristchurch,https://www.facebook.com/occupychristchurch,capital_big_highlight,target,shaded_dot
Christchurch/Otautahi,South Hagley Park,March down Riccarton Road,South Hagley Park Christchurch/Otautahi New Zealand,New Zealand,15th October,300,Yes,http://occupychristchurch.org/press/,https://www.facebook.com/photo.php?fbid=10150347012182420&set=o.122557837848947&type=3,capital_big_highlight,target,shaded_dot
Cincinnati OH,Piatt Park,,Piatt Park Cincinnati OH USA,USA,8/10/11,1200,Yes,http://www.citybeat.com/cincinnati/article-24194-assembling_a_movement.html,http://www.citybeat.com/cincinnati/article-24194-assembling_a_movement.html,capital_big_highlight,target,shaded_dot
"Cincinnati, OH",Fountain Square,Piatt Park,"Fountain Square Cincinnati, OH USA",USA,8/10/11,500,Yes,http://www.wlwt.com/news/29428234/detail.html,http://www.wlwt.com/news/29428234/detail.html,capital_big_highlight,target,shaded_dot
"Cincinnati, Ohio",Lytle Park,Fountain Square,"Lytle Park, Cincinnati, USA",,7/10/11,700+,Yes,,http://news.cincinnati.com/article/20111008/NEWS01/111008012/-99-percent-Occupy-Cincinnati,capital_big_highlight,target,shaded_dot
Cleveland,Public Square,Willard Park,Public Square Cleveland USA,USA,7/10/11,150,Yes,http://www.cleveland.com/business/index.ssf/2011/10/occupy_wall_street_protest_comes_to_cleveland.html,http://media.cleveland.com/plain-dealer/photo/10118778-large.jpg,capital_big_highlight,target,shaded_dot
"Coeur d'Alene, Idaho",,,"Coeur d'Alene, Idaho USA",USA,10/15/2011,,Yes,,,capital_big_highlight,target,shaded_dot
Coimbra + Braga,,Azores Islands,Coimbra + Braga Portugal,Portugal,October 15th,,No,,,capital_big_highlight,target,shaded_dot
Cologne,Chlodwigplatz,,Chlodwigplatz Cologne Germany,Germany,10/15/2011,1000,,http://www.faz.net/aktuell/wirtschaft/wirtschaftspolitik/occupy-demonstrationen-angst-vor-dem-untergang-11494323.html,,capital_big_highlight,target,shaded_dot
Colorado Springs,Acacia Park,,Acacia Park Colorado Springs United States,United States,October 1st,200,Yes,http://www.dailykos.com/story/2011/10/15/1026756/-Occupy-Colorado-Springs-joins-United-for-Global-Change-101511,http://notmytribe.com/wp-content/uploads/2011/10/occupycoloradosprings-oct15-march-0.jpg,capital_big_highlight,target,shaded_dot
"Columbia, SC","State House, Main St.",,"State House, Main St. Columbia, SC USA",USA,10/15/2011,150,Yes,http://occupycolumbiasc.org/,http://www.free-times.com/index.php?cat=1992912064017974&ShowArticle_ID=11012510111024961,capital_big_highlight,target,shaded_dot
Columbus,Ohio Statehouse,,Ohio Statehouse Columbus US,US,10/10/11,90,Yes,http://www.dispatch.com/content/stories/local/2011/10/10/occupy-columbus-statehouse-demonstration-wall-street.html,,capital_big_highlight,target,shaded_dot
Copenhagen,City Hall Square,,City Hall Square Copenhagen Denmark,Denmark,10/15/2011,3000,,http://ireport.cnn.com/docs/DOC-689261,,capital_big_highlight,target,shaded_dot
Cork,South Mall,,"South Mall, Cork, Ireland",Ireland,,,Yes,http://corkindependent.com/stories/item/5301/2011-42/Occupy-Cork-here-to-stay,http://corkindependent.com/data/images/newsimages/2011-42/p_AcornLife_6.jpg,capital_big_highlight,target,shaded_dot
Cork,Bishop Lucy Park,,Bishop Lucy Park Cork Ireland,Ireland,10/15/2011,350,Yes,http://www.irishtimes.com/newspaper/breaking/2011/1015/breaking12.html?via=rel,http://www.facebook.com/occupycork,capital_big_highlight,target,shaded_dot
Cork City,Grand Parade,,"Grand Parade, Cork, Ireland",Ireland,10/15/2011,30,Yes,http://corkindependent.com/stories/item/5150/2011-41/South-Mall-set-to-be-occupied,"http://www.google.ie/imgres?q=occupy+cork&um=1&hl=en&sa=N&biw=1280&bih=559&tbm=isch&tbnid=b56eiKwLGB1EAM:&imgrefurl=http://www.facebook.com/occupycork%3Fsk%3Dwall&docid=fqDLYC2OI-C6rM&imgurl=http://a8.sphotos.ak.fbcdn.net/hphotos-ak-ash4/s320x320/310472_288236797862283_280649958620967_1084096_1918198256_n.jpg&w=240&h=320&ei=cwCeToGFF8qD4gTEr9G1CQ&zoom=1&iact=hc&vpx=485&vpy=108&dur=2288&hovh=256&hovw=192&tx=89&ty=133&sig=103206288750153478024&page=1&tbnh=113&tbnw=85&start=0&ndsp=22&ved=1t:429,r:2,s:0",capital_big_highlight,target,shaded_dot
Corpus Christi,City Hall,,City Hall Corpus Christi USA,USA,October 15th,50,Yes,,https://www.facebook.com/photo.php?fbid=146382452126043&set=a.146382448792710.29753.146382342126054&type=3&theater,capital_big_highlight,target,shaded_dot
Curitiba,Praa Santos Andrade,,Pra?a Santos Andrade Curitiba Brazil,Brazil,10/15/2011,100,,http://www.gazetadopovo.com.br/vidapublica/conteudo.phtml?tl=1&id=1180947,http://www.gazetadopovo.com.br/midia/tn_620_600_curitiba_protesto_2011.jpg,capital_big_highlight,target,shaded_dot
Dallas,Federal Reserve building,,Federal Reserve building Dallas USA,USA,10/15/2011,250,Yes,http://occupydallas.org,http://occupydallas.org/sites/default/files/styles/feature-930/public/declaration.jpg,capital_big_highlight,target,shaded_dot
Dallas,Federal Reserve building,,Federal Reserve building Dallas USA,USA,,250,Yes,http://occupydallas.org,http://occupydallas.org/sites/default/files/styles/feature-930/public/declaration.jpg,capital_big_highlight,target,shaded_dot
Davis,Central Park,,"Central Park, Davis, USA",U.S.A.,Oct 7th,50,Yes,http://davis.patch.com/articles/video-occupy-davis-holds-first-meeting-in-central-park,http://davis.patch.com/articles/video-occupy-davis-holds-first-meeting-in-central-park,capital_big_highlight,target,shaded_dot
"Dayton, Ohio","Courthouse Square, 1 North Main Street, Dayton, OH 45402",39�45_33_N 84�11_33_W,"Dayton, Ohio, USA",United States,,200,Yes,https://www.facebook.com/occupydayton?sk=info,https://www.facebook.com/photo.php?fbid=170731829681529&set=pu.163531013734944&type=1&theater,capital_big_highlight,target,shaded_dot
"Dayton, Ohio",Courthouse Square,,"Courthouse Square Dayton, Ohio United States",United States,10/10/11,300,Yes,,,capital_big_highlight,target,shaded_dot
Daytona Florida,Tuscawilla Park at the corner of Nova Road and International Speedway Boulevard,,Tuscawilla Park at the corner of Nova Road and International Speedway Boulevard Daytona Florida United States,United States,October 15th 2011,200,No,http://minimalistpackrat.com/2011/10/16/occupy-daytona-florida-raise-your-voice/,https://plus.google.com/u/0/photos/113895197542552534972/albums/5664233488816857329?hl=en,capital_big_highlight,target,shaded_dot
"Delray Beach, Florida",Atlantic and Swinton,,"Atlantic and Swinton Delray Beach, Florida USA",USA,10/15/2011,100,No,http://www.wptv.com/dpp/news/region_s_palm_beach_county/delray_beach/occupy-calls-for-a-day-of-action.--delray-beach-answers,,capital_big_highlight,target,shaded_dot
Denver,"Civic Center Park, Colfax Avenue and Broadway",Lincoln Park,"Civic Center Park, Colfax Avenue and Broadway Denver United States",United States,9/24/2011,3000,Yes,http://www.9news.com/news/article/224754/339/Thousands-show-up-for-Occupy-Denver-march-,http://yfrog.com/oc6eizj,capital_big_highlight,target,shaded_dot
"Denver, Colorado",City and County Park,State Capitol,"City and County Park Denver, Colorado USA",USA,October,"3-4,000",Yes,http://blogs.westword.com/latestword/2011/10/occupy_london_adam_jung_occupy_denver.php,http://extras.mnginteractive.com/live/media/site36/2011/1015/20111015__occupy7~p1_200.jpg,capital_big_highlight,target,shaded_dot
"Des Moines, IA",Occupy DSM Camp,Marched to downtown financial district,"Occupy DSM Camp Des Moines, IA USA",USA,9/10/11,350,Yes,http://www.desmoinesregister.com/article/20111016/NEWS09/310160050/Walk-in-Des-Moines-draws-crowd-of-hundreds-to-fight-greed,http://www.desmoinesregister.com/article/20111016/NEWS09/310160050/Walk-in-Des-Moines-draws-crowd-of-hundreds-to-fight-greed,capital_big_highlight,target,shaded_dot
Detroit,Spirit of Detroit,Grand Circus Park,Spirit of Detroit Detroit USA,USA,10/15/2011,1000,Yes,http://detnews.com/article/20111015/METRO/110150352/Occupy-Detroit-protests-against-corporate-greed,https://www.facebook.com/pages/Occupy-Detroit/218543061540751?sk=photos,capital_big_highlight,target,shaded_dot
Dijon,Liberation Square,,Liberation Square Dijon France,France,10/15/2011,100,,http://www.bienpublic.com/grand-dijon/2011/10/16/a-l-occasion-de-la-premiere-journee-mondiale-des-indignes-une-centaine-de-personnes-se-sont,http://www.bienpublic.com/fr/images/16623113-59A7-4B30-A411-34ED20B42769/LBP_03/hier-15-h-30-une-centaine-d-indignes-s-etaient-donne-rendez-vous-place-de-la-liberation-photo-e.jpg,capital_big_highlight,target,shaded_dot
Dortmund,Peace Square,,Peace Square Dortmund Germany,Germany,10/15/2011,150,,"http://www.dorstenerzeitung.de/lokales/dortmund/150-Demonstranten-protestierten-gegen-die-Banken;art930,1438936",http://www.dorstenerzeitung.de/storage/scl/mdhl/artikelbilder/lokales/rn/dolo/do-lokal/2768030_m3t1w564h376q75v13550_zzdo-Banken_Demo_Friedensplat_10.jpg,capital_big_highlight,target,shaded_dot
Dublin,"Merrion Hotel, Upper Merrion Street
Dublin 2",,"Merrion Hotel, Upper Merrion Street
Dublin 2 Dublin Ireland",Ireland,10/15/2011,400,,http://www.irishtimes.com/newspaper/breaking/2011/1015/breaking12.html,http://www.irishtimes.com/newspaper/breaking/images/2011/1015/282085_1.jpg?ts=1318870413,capital_big_highlight,target,shaded_dot
Dundee,,,Dundee Scotland,Scotland,10/15/11,80,Yes,http://www.thecourier.co.uk/News/Dundee/article/18073/dundee-sees-peaceful-occupy-wall-street-inspired-demonstration.html,http://www.thecourier.co.uk/News/Dundee/article/18073/dundee-sees-peaceful-occupy-wall-street-inspired-demonstration.html,capital_big_highlight,target,shaded_dot
Dunedin,Octagon (town centre),,Octagon (town centre) Dunedin New Zealand,New Zealand,Saturday 15 October,100,Yes,http://www.odt.co.nz/news/dunedin/182583/protesters-intent-staying-camped-octagon,http://www.dunedin.govt.nz/council-online/webcams/octagon,capital_big_highlight,target,shaded_dot
Dunedin,Octagon,,Octagon Dunedin New Zealand,New Zealand,10/15/2011,100,Yes,http://www.odt.co.nz/news/dunedin/182583/protesters-intent-staying-camped-octagon,http://www.odt.co.nz/files/story/2011/10/protesters_tents_in_the_octagon_yesterday_photo_ja_4e9ac35c69.JPG,capital_big_highlight,target,shaded_dot
Durango Colorado USA,Fassbinder Park,,Fassbinder Park Durango Colorado USA United States,United States,10/14/2011,100,Yes,http://www.durangoherald.com/article/20111015/NEWS01/710159924/Protesters-occupy-city-park,,capital_big_highlight,target,shaded_dot
Durban,,,Durban S Africa,S Africa,,,Yes,,,capital_big_highlight,target,shaded_dot
Durham,The Bull,,The Bull Durham UK,UK,,,Yes,http://occupydurham.org/,,capital_big_highlight,target,shaded_dot
Durham,Durham People's Plaza,,Durham People's Plaza Durham USA,USA,10/15/2011,100,Yes,https://www.facebook.com/occupydurham,,capital_big_highlight,target,shaded_dot
"durham, NC",downtown,,"downtown durham, NC USA",USA,2/10/11,,No,http://abclocal.go.com/wtvd/story?section=news/local&id=8376012,http://abclocal.go.com/wtvd/story?section=news/local&id=8376012,capital_big_highlight,target,shaded_dot
"Durham, NC",downtown,,"downtown Durham, NC USA",USA,2/10/11,,Yes,http://www.heraldsun.com/view/full_story/16078336/article-City-orders-tents-removed-at-Occupy-Durham-protest?instance=homefirstleft,,capital_big_highlight,target,shaded_dot
Dusseldorf,Graf-Adolf-Platz,,Graf-Adolf-Platz Dusseldorf Germany,Germany,10/15/2011,2400,,http://www.gulli.com/news/17349-occupywallstreet-auch-in-duesseldorf-2011-10-16,http://static.gulli.com/media/2011/10/thumbs/370/deutsche-bank.jpg,capital_big_highlight,target,shaded_dot
East London,,,East London S Africa,S Africa,,,Yes,,,capital_big_highlight,target,shaded_dot
East London,,,East London S Africa,S Africa,,,Yes,,,capital_big_highlight,target,shaded_dot
Edinburgh,George Square,,George Square Edinburgh UK,UK,10/16/11,200,Yes,http://occupyedinburgh.org/about/where/, http://occupyscotland.org/wp-content/uploads/2011/10/questions.jpg,capital_big_highlight,target,shaded_dot
Edinburgh,St Andrews Square,,St Andrews Square Edinburgh United Kingdom,United Kingdom,10/15/11,400,Yes,http://local.stv.tv/edinburgh/news/25956-occupy-edinburgh-protesters-remain-in-high-spirits-despite-poor-weather/,http://local.stv.tv/edinburgh/galleries/occupy-edinburgh-protest/21857/,capital_big_highlight,target,shaded_dot
Edmonton,Winston Churchill Square,,Winston Churchill Square Edmonton Canada,Canada,10/15/2011,1000,Yes,http://www.edmontonjournal.com/touch/story.html?id=5556717,http://www.edmontonjournal.com/5556856.bin,capital_big_highlight,target,shaded_dot
"Elkhart, Indiana",,,"Elkhart, Indiana United States",United States,12/10/11,,Yes,http://www.abc57.com/home/top-stories/Elkhart-joins-in-on-Occupy-protests-131504848.html,,capital_big_highlight,target,shaded_dot
Erfurt,Willy-Brandt-Platz,Anger,Willy-Brandt-Platz Erfurt Germany,Germany,15.10.2011,80,No,http://www.thueringer-allgemeine.de/web/zgt/suche/detail/-/specific/80-Menschen-demonstrieren-friedlich-in-Erfurt-1441340137,http://www.thueringer-allgemeine.de/web/zgt/suche/detail/-/specific/In-Thueringen-und-weltweite-Proteste-gegen-die-Banken-977117116,capital_big_highlight,target,shaded_dot
Eugene,8th and Park,,8th and Park Eugene USA,USA,10/15/2011,2000,Yes,http://www.registerguard.com/web/newslocalnews/27032018-41/eugene-occupy-saturday-street-protest.html.csp,,capital_big_highlight,target,shaded_dot
Eugene Oregon,Downtown Park Blocks,Park Block - occupy location,Downtown Park Blocks Eugene Oregon US,US,10/15/2011,2000,Yes,http://www.registerguard.com/web/newslocalnews/27032018-41/eugene-occupy-saturday-street-protest.html.csp,,capital_big_highlight,target,shaded_dot
"Eugene, Oregon","Park Blocks in downtown Eugene, where the Saturday Market is on 8th and Oak",,"Eugene, Oregon USA",USA,Ocober 17 2011,,Yes,http://occupyeugenemedia.org/,http://www2.registerguard.com/mm/index.php/brian-davies/comments/occupy-eugene/,capital_big_highlight,target,shaded_dot
Eureka,Humboldt County Courthouse,,"Humboldt County Courthouse, Eureka, USA",United States,,,Yes,http://www.times-standard.com/ci_19079851?IADID,,capital_big_highlight,target,shaded_dot
Fairbanks,Cushman Street,,Cushman Street Fairbanks United States,United States,10/15/2011,125,No,http://newsminer.com/view/full_story/16063090/article-Occupy-movement-reaches-Fairbanks?,http://assets.matchbin.com/sites/635/assets/DKV_L15occupy01.jpg,capital_big_highlight,target,shaded_dot
"Fairbanks, Alaska",City Hall,Bicentennial Park,"City Hall Fairbanks, Alaska USA",USA,10/15/2011,100+,No,http://www.newsminer.com/view/full_story/16063090/article-Occupy-movement-reaches-Fairbanks?instance=home_most_popular1,http://www.newsminer.com/view/full_story/16063090/article-Occupy-movement-reaches-Fairbanks?instance=home_most_popular1,capital_big_highlight,target,shaded_dot
"Falmouth, Massachusetts",Falmouth Village Green,,"Falmouth Village Green, Falmouth, Massachusetts, USA",USA,8/10/11,37,Yes,http://www.iocapecod.com/lifestyle/occupy_wall_street_comes_to_main_street,http://www.iocapecod.com/lifestyle/occupy_wall_street_comes_to_main_street,capital_big_highlight,target,shaded_dot
Fargo,2nd and Broadway,Civic Arena courtyard,2nd and Broadway Fargo United States,United States,October 15th,150-200,Yes,http://www.inforum.com/event/article/id/337353/group/homepage/,http://www.inforum.com/media/full/jpg/2011/10/15/x00023_96.jpg,capital_big_highlight,target,shaded_dot
"Fargo-Moorhead, ND",Downtown,,"Fargo-Moorhead, USA",United states,10/15/2011,150,Yes,http://www.inforum.com/event/article/id/337353/,http://www.inforum.com/media/story/jpg/2011/10/17/1018-n-occupy.jpg,capital_big_highlight,target,shaded_dot
Fayetteville,Dickson St.,,Dickson St. Fayetteville U.S.A,U.S.A,10/15/2011,250,No,https://www.facebook.com/groups/154661181295554/,,capital_big_highlight,target,shaded_dot
Flint,Bank of America downtown,,Bank of America downtown Flint USA,USA,Oct. 14th,350-400,Yes,http://www.occupyflint.org/,http://www.occupyflint.org/,capital_big_highlight,target,shaded_dot
"fort myers, FL",,,"fort myers, FL usa",usa,,,Yes,https://www.facebook.com/OccupyFortMyers,https://www.facebook.com/OccupyFortMyers,capital_big_highlight,target,shaded_dot
Fort Wayne,Headwaters Park West,,Headwaters Park West Fort Wayne USA,USA,10/15/2011,300,Yes,http://www.news-sentinel.com/apps/pbcs.dll/article?AID=/20111015/NEWS/111019638,http://www.news-sentinel.com/apps/pbcs.dll/article?AID=/20111015/NEWS/111019638#,capital_big_highlight,target,shaded_dot
